Image_No,age,gender,race,emotion,center_dist,space
5,27,male,white,fear,11.6619037896906,89.02089552238806
5,27,"{'male': 99.9182641506195, 'female': 0.0817404652480036}","{'asian': 7.24013737851692e-07, 'indian': 6.488680703853333e-07, 'black': 1.1921960640925988e-08, 'white': 99.83572363853455, 'middle eastern': 0.03333523636683822, 'latino hispanic': 0.13094221940264106}","{'angry': 0.36570017543138117, 'disgust': 0.00010662692556061501, 'fear': 86.39443435635772, 'happy': 0.13302862272954719, 'sad': 2.2908789539861054, 'surprise': 3.760111928588863, 'neutral': 7.055744204267514}",,
6,31,male,white,sad,17.0,65.30973451327434
6,31,"{'male': 93.45386028289795, 'female': 6.546146422624588}","{'asian': 18.098334145347373, 'indian': 5.3944497280656964, 'black': 18.452393228100924, 'white': 27.06186199925685, 'middle eastern': 10.90920921077838, 'latino hispanic': 20.083760629148557}","{'angry': 1.154041928685956e-06, 'disgust': 5.189363614386058e-12, 'fear': 0.004850335608352907, 'happy': 0.08605513721704483, 'sad': 99.90909099578857, 'surprise': 1.9458035782128104e-12, 'neutral': 2.620436134748161e-06}",,
7,30,male,white,happy,258.04844506410035,57.283420138888886
7,30,"{'male': 99.69550371170044, 'female': 0.3045015502721071}","{'asian': 2.4899540791914107e-06, 'indian': 3.205305078949325e-05, 'black': 1.2254381603011616e-07, 'white': 99.36787493611872, 'middle eastern': 0.5077334446926779, 'latino hispanic': 0.12435081562315635}","{'angry': 9.362441513250178e-12, 'disgust': 1.3964082450489895e-22, 'fear': 1.2947113745150583e-12, 'happy': 99.99998807907104, 'sad': 7.062967832122125e-11, 'surprise': 6.206288816201777e-06, 'neutral': 3.072470278198125e-06}",,
8,30,male,white,angry,1.0,98.67111111111112
8,30,"{'male': 80.01471757888794, 'female': 19.98528391122818}","{'asian': 8.890005201101303, 'indian': 0.43592313304543495, 'black': 0.03922982432413846, 'white': 64.4804298877716, 'middle eastern': 5.587323755025864, 'latino hispanic': 20.567087829113007}","{'angry': 85.75203929853673, 'disgust': 8.432064438560497e-08, 'fear': 4.222184298764724, 'happy': 3.3985986191541184e-09, 'sad': 9.038795324492176, 'surprise': 3.2226608015665064e-05, 'neutral': 0.9869495063692038}",,
9,30,female,white,fear,43.01162633521314,42.46875
9,30,"{'male': 0.0019708775653271005, 'female': 99.99803304672241}","{'asian': 1.463369739852532, 'indian': 1.1819329817255129, 'black': 0.2065107349461755, 'white': 57.5164948413667, 'middle eastern': 11.82201873195283, 'latino hispanic': 27.809675205330564}","{'angry': 0.6496751680970192, 'disgust': 7.117614497786917e-07, 'fear': 69.76208686828613, 'happy': 0.34701391123235226, 'sad': 3.476453572511673, 'surprise': 0.00028437568744266173, 'neutral': 25.764483213424683}",,
10,28,male,white,happy,22.472205054244228,56.777777777777786
10,28,"{'male': 99.99827146530151, 'female': 0.0017278536688536406}","{'asian': 1.9286896596920895, 'indian': 0.9400395487201751, 'black': 0.12283172391125871, 'white': 66.0973887327446, 'middle eastern': 14.238922090658892, 'latino hispanic': 16.672123471245353}","{'angry': 2.0738322348279326e-05, 'disgust': 5.4959620188199665e-08, 'fear': 0.0004466690825211117, 'happy': 64.74139094352722, 'sad': 0.0022270816771197133, 'surprise': 0.014614789688494056, 'neutral': 35.241302847862244}",,
11,27,male,white,happy,3.1622776601683795,81.2532411408816
11,27,"{'male': 90.2756929397583, 'female': 9.72430557012558}","{'asian': 5.253643169999123, 'indian': 4.647437483072281, 'black': 2.0505204796791077, 'white': 44.35083270072937, 'middle eastern': 22.949030995368958, 'latino hispanic': 20.748531818389893}","{'angry': 7.4307706654508365e-06, 'disgust': 1.0311413528585334e-08, 'fear': 0.049870123621076345, 'happy': 99.8531699180603, 'sad': 0.056851416593417525, 'surprise': 0.0006605775070056552, 'neutral': 0.03944582713302225}",,
12,32,male,white,sad,9.899494936611665,58.971088435374156
12,32,"{'male': 90.4883861541748, 'female': 9.511620551347733}","{'asian': 11.249741166830063, 'indian': 2.015083096921444, 'black': 6.225599721074104, 'white': 47.448328137397766, 'middle eastern': 21.868501603603363, 'latino hispanic': 11.192744225263596}","{'angry': 0.05146786295244771, 'disgust': 3.266653635510965e-10, 'fear': 0.08995332709235412, 'happy': 4.9081658332119044e-08, 'sad': 98.8228201164496, 'surprise': 1.3487984320485086e-10, 'neutral': 1.0357583559011434}",,
13,27,female,white,happy,13.892443989449806,81.98814814814814
13,27,"{'male': 0.00034574757137306733, 'female': 99.9996542930603}","{'asian': 1.6198114339550336e-05, 'indian': 2.39612319177044e-05, 'black': 1.2116159963146111e-07, 'white': 99.88163711051499, 'middle eastern': 0.06760781756248264, 'latino hispanic': 0.05071011815136753}","{'angry': 5.652809331735398e-07, 'disgust': 1.4343705043162736e-09, 'fear': 2.0468874595280795e-06, 'happy': 99.84434247016907, 'sad': 0.0001966108584383619, 'surprise': 3.3555346590219415e-05, 'neutral': 0.15542886685580015}",,
14,29,male,latino hispanic,neutral,7.280109889280519,33.387888707037646
14,29,"{'male': 99.9951720237732, 'female': 0.0048329511628253385}","{'asian': 18.674626192405963, 'indian': 14.872321769275876, 'black': 12.526702884042606, 'white': 7.084179024002435, 'middle eastern': 4.67739384500907, 'latino hispanic': 42.16478075561294}","{'angry': 0.2967097098007798, 'disgust': 0.00011054173683078261, 'fear': 0.11972439242526889, 'happy': 0.10801663156598806, 'sad': 7.900410890579224, 'surprise': 0.0001400430960529775, 'neutral': 91.57488942146301}",,
15,29,male,white,happy,10.77032961426901,28.5913204919935
15,29,"{'male': 84.00080800056458, 'female': 15.999191999435425}","{'asian': 0.05868148641252437, 'indian': 0.20859314906407292, 'black': 0.03973747025541784, 'white': 80.52197578680371, 'middle eastern': 15.43792727219625, 'latino hispanic': 3.7330871810369004}","{'angry': 0.17938852732839855, 'disgust': 9.546599568093424e-11, 'fear': 1.422477432802714e-06, 'happy': 99.57674746790559, 'sad': 0.10101220064837328, 'surprise': 6.675783803782777e-11, 'neutral': 0.14284380638598723}",,
16,32,male,white,happy,9.433981132056603,39.20980176211454
16,32,"{'male': 82.36159682273865, 'female': 17.638404667377472}","{'asian': 0.3498416835347821, 'indian': 0.661628965609012, 'black': 0.07829515846529057, 'white': 73.80357824585307, 'middle eastern': 14.382635914244409, 'latino hispanic': 10.724020643473901}","{'angry': 3.631925923203161e-10, 'disgust': 4.170164883737085e-15, 'fear': 5.1855773771118316e-12, 'happy': 99.99971389770508, 'sad': 4.778946127714789e-08, 'surprise': 1.4704687120725701e-09, 'neutral': 0.0002883983370338683}",,
17,24,female,white,happy,6.4031242374328485,46.888586956521735
17,24,"{'male': 27.685272693634033, 'female': 72.31472730636597}","{'asian': 1.2363826467254933, 'indian': 1.1395940984301685, 'black': 0.10660633085818062, 'white': 70.58973557826705, 'middle eastern': 13.162465472515281, 'latino hispanic': 13.765220494892656}","{'angry': 2.0319947981184416e-10, 'disgust': 4.104678933345822e-18, 'fear': 1.7822611672623813e-12, 'happy': 99.99672174453735, 'sad': 1.552788453373921e-08, 'surprise': 7.935285761817568e-09, 'neutral': 0.003279558222857304}",,
18,34,male,white,sad,25.709920264364882,78.94444444444444
18,34,"{'male': 84.92610454559326, 'female': 15.073893964290619}","{'asian': 10.49756109714508, 'indian': 7.379954308271408, 'black': 11.2604521214962, 'white': 27.465668320655823, 'middle eastern': 20.349322259426117, 'latino hispanic': 23.04704636335373}","{'angry': 3.784772673043335e-06, 'disgust': 5.743375968438932e-16, 'fear': 1.3064872473478317, 'happy': 2.308928657157594e-05, 'sad': 98.69349002838135, 'surprise': 1.0075371648099463e-06, 'neutral': 2.67826605337973e-07}",,
19,28,male,white,happy,135.36986370680884,30.11111111111111
19,28,"{'male': 97.7738618850708, 'female': 2.226143516600132}","{'asian': 0.5888407935256239, 'indian': 2.3161394039475565, 'black': 0.11371521491350024, 'white': 44.78618471540121, 'middle eastern': 26.515777499424072, 'latino hispanic': 25.67934546943578}","{'angry': 2.8627026901097755e-07, 'disgust': 1.3050695033902942e-16, 'fear': 3.361237322313587e-08, 'happy': 99.99881386749827, 'sad': 1.0483221138739174e-06, 'surprise': 0.00034356089373941974, 'neutral': 0.0008424643558207609}",,
20,25,male,white,disgust,7.0710678118654755,90.48958333333333
20,25,"{'male': 99.73695278167725, 'female': 0.26304074563086033}","{'asian': 33.507928252220154, 'indian': 1.0764442384243011, 'black': 0.128153373952955, 'white': 52.6464581489563, 'middle eastern': 6.067412346601486, 'latino hispanic': 6.573600322008133}","{'angry': 8.56221467256546, 'disgust': 88.43432664871216, 'fear': 2.205794118344784, 'happy': 0.0012783255442627706, 'sad': 0.7947158068418503, 'surprise': 0.0002165357045669225, 'neutral': 0.001457575763197383}",,
21,32,male,asian,happy,36.013886210738214,35.64583333333333
21,32,"{'male': 97.74173498153687, 'female': 2.2582614794373512}","{'asian': 79.81111407279968, 'indian': 0.10129372822120786, 'black': 0.004854787403019145, 'white': 18.866129219532013, 'middle eastern': 0.3795149503275752, 'latino hispanic': 0.8371018804609776}","{'angry': 1.002887610001849, 'disgust': 8.725207391189193e-05, 'fear': 0.11014754269375888, 'happy': 91.55764084367266, 'sad': 0.055256403681990064, 'surprise': 0.00871837006094738, 'neutral': 7.265261439649887}",,
22,38,female,white,happy,28.284271247461902,77.61481481481482
22,38,"{'male': 7.993021426955238e-05, 'female': 99.99991655349731}","{'asian': 0.0001619896386434394, 'indian': 0.00022775981974251853, 'black': 8.275530384762243e-07, 'white': 98.41374177768924, 'middle eastern': 0.5956916825393817, 'latino hispanic': 0.9901704948937303}","{'angry': 2.7602649765867682e-05, 'disgust': 1.2688638930790502e-11, 'fear': 3.23711879524069e-07, 'happy': 99.84961748123169, 'sad': 0.0006550111265823944, 'surprise': 0.012316489301156253, 'neutral': 0.13738746056333184}",,
23,33,female,white,happy,3.1622776601683795,62.626052171014244
23,33,"{'male': 2.3391366004943848, 'female': 97.66086339950562}","{'asian': 3.1525086611509323, 'indian': 1.9799098372459412, 'black': 0.260375184006989, 'white': 55.59859275817871, 'middle eastern': 21.938037872314453, 'latino hispanic': 17.070578038692474}","{'angry': 0.00010944753027866077, 'disgust': 8.592630763929855e-06, 'fear': 0.11465241651772955, 'happy': 99.42938085969573, 'sad': 0.12842327888970248, 'surprise': 0.0011389477318899286, 'neutral': 0.3262880452744988}",,
24,27,male,white,neutral,16.0312195418814,55.98151408450705
24,27,"{'male': 99.84049201011658, 'female': 0.15950514934957027}","{'asian': 1.0689640417695045, 'indian': 3.745054081082344, 'black': 0.3778248792514205, 'white': 44.081875681877136, 'middle eastern': 31.756886839866638, 'latino hispanic': 18.96939128637314}","{'angry': 9.141793646919348, 'disgust': 0.011908130527818904, 'fear': 0.18410925919468757, 'happy': 1.5491125165887187, 'sad': 13.997381269775705, 'surprise': 0.025007083639924745, 'neutral': 75.090686982315}",,
25,33,male,middle eastern,angry,9.055385138137417,66.85714285714286
25,33,"{'male': 99.9937653541565, 'female': 0.006236407352844253}","{'asian': 0.14695344725623727, 'indian': 3.8836028426885605, 'black': 0.07810205570422113, 'white': 20.653294026851654, 'middle eastern': 55.758631229400635, 'latino hispanic': 19.4794163107872}","{'angry': 57.604262686029834, 'disgust': 2.1233588598478912e-06, 'fear': 0.9794507759482131, 'happy': 0.0037244774321946836, 'sad': 13.022715629501082, 'surprise': 0.00016548474226984406, 'neutral': 28.38967611728168}",,
26,32,female,asian,happy,44.384682042344295,49.08444444444445
26,32,"{'male': 25.156167149543762, 'female': 74.843829870224}","{'asian': 73.50026649239857, 'indian': 4.440839372973367, 'black': 0.878609821630695, 'white': 1.7078476199922108, 'middle eastern': 0.25998492099164977, 'latino hispanic': 19.21245982795475}","{'angry': 9.75136956435104e-10, 'disgust': 1.559828771036223e-20, 'fear': 1.2036589619672643e-11, 'happy': 99.69523547263357, 'sad': 7.296924610934071e-09, 'surprise': 0.00011170926183783939, 'neutral': 0.3046525125370927}",,
27,27,female,latino hispanic,happy,11.180339887498949,88.13293051359517
27,27,"{'male': 1.1372962035238743, 'female': 98.8627016544342}","{'asian': 23.754793405532837, 'indian': 24.175933003425598, 'black': 5.083773657679558, 'white': 2.3547232151031494, 'middle eastern': 1.429844181984663, 'latino hispanic': 43.20093095302582}","{'angry': 1.2001122318139323e-09, 'disgust': 2.2457076101943734e-21, 'fear': 6.476616779097248e-13, 'happy': 99.25888776779175, 'sad': 5.3379769354711115e-09, 'surprise': 0.00013997009773447644, 'neutral': 0.7409737911075354}",,
28,25,male,asian,happy,17.029386365926403,66.0625
28,25,"{'male': 99.99346733093262, 'female': 0.006532812403747812}","{'asian': 38.281673192977905, 'indian': 12.68223375082016, 'black': 4.997813701629639, 'white': 6.831756234169006, 'middle eastern': 3.9855383336544037, 'latino hispanic': 33.220985531806946}","{'angry': 0.0001378190518153133, 'disgust': 1.124060733381782e-07, 'fear': 4.6127861530465e-07, 'happy': 99.00376796722412, 'sad': 0.00034811851037375163, 'surprise': 0.001122113553719828, 'neutral': 0.994626060128212}",,
29,27,female,latino hispanic,happy,3.1622776601683795,97.43125
29,27,"{'male': 0.11743729701265693, 'female': 99.88256096839905}","{'asian': 2.2642071264037043, 'indian': 9.94434698752725, 'black': 1.1097619701638186, 'white': 26.550972646590786, 'middle eastern': 29.553360289735828, 'latino hispanic': 30.57735032765273}","{'angry': 1.218803776441601e-10, 'disgust': 4.570751521477796e-14, 'fear': 1.2700286729624507e-11, 'happy': 99.99828934659298, 'sad': 5.782851209517559e-08, 'surprise': 3.207504245207963e-09, 'neutral': 0.0017134955781290466}",,
30,46,male,white,sad,48.010415536631214,37.40157480314961
30,46,"{'male': 99.66893196105957, 'female': 0.3310637781396508}","{'asian': 9.657765254189599e-07, 'indian': 2.1103745417860864e-07, 'black': 6.436332803533285e-10, 'white': 99.99064207077026, 'middle eastern': 0.0037089444958837703, 'latino hispanic': 0.005650709863402881}","{'angry': 1.9965357561068826, 'disgust': 0.04576734245454908, 'fear': 12.167147586685706, 'happy': 0.14803737267033784, 'sad': 84.87798155808669, 'surprise': 0.025194047973641994, 'neutral': 0.7393339233149382}",,
31,36,male,asian,happy,33.37663853655727,72.16171428571428
31,36,"{'male': 98.22339415550232, 'female': 1.7766054719686508}","{'asian': 99.99988079071045, 'indian': 2.5781696422200184e-05, 'black': 2.8440108341271086e-11, 'white': 1.3078335747707115e-06, 'middle eastern': 1.9318737825820345e-12, 'latino hispanic': 9.589372211848968e-05}","{'angry': 8.543676183192517e-10, 'disgust': 1.1477916820755184e-15, 'fear': 5.2325286464816045e-09, 'happy': 99.97755885124207, 'sad': 3.994489183867245e-08, 'surprise': 0.008713197166798636, 'neutral': 0.013728243357036263}",,
32,34,male,asian,neutral,41.59326868617084,41.70666666666666
32,34,"{'male': 88.3030891418457, 'female': 11.696916818618774}","{'asian': 49.422574043273926, 'indian': 3.9137210696935654, 'black': 9.215902537107468, 'white': 19.800634682178497, 'middle eastern': 6.506568938493729, 'latino hispanic': 11.140605062246323}","{'angry': 3.398758678940794e-05, 'disgust': 1.0142527284478213e-20, 'fear': 0.0009690897059044801, 'happy': 0.003585637387004681, 'sad': 0.029424059903249145, 'surprise': 1.5885586249209105e-09, 'neutral': 99.96598958969116}",,
33,25,male,white,happy,82.00609733428362,21.618729096989966
33,25,"{'male': 56.97377920150757, 'female': 43.02622079849243}","{'asian': 0.00037162064868837734, 'indian': 8.326682418053186e-06, 'black': 7.011334708837598e-08, 'white': 99.93903040522518, 'middle eastern': 0.031132348922519322, 'latino hispanic': 0.029455537451574948}","{'angry': 0.1439087907783687, 'disgust': 5.179757067708124e-06, 'fear': 0.08533504442311823, 'happy': 96.02317810058594, 'sad': 0.006126861262600869, 'surprise': 0.00932685870793648, 'neutral': 3.7321165204048157}",,
34,45,male,asian,fear,7.211102550927979,86.92733564013841
34,45,"{'male': 99.94113445281982, 'female': 0.058864831225946546}","{'asian': 94.35835480690002, 'indian': 0.8078879676759243, 'black': 0.022108195116743445, 'white': 0.09734923369251192, 'middle eastern': 0.0016840365788084455, 'latino hispanic': 4.7126226127147675}","{'angry': 0.22589650470763445, 'disgust': 2.9227115305729967e-05, 'fear': 59.033530950546265, 'happy': 5.423183739185333, 'sad': 1.3504399918019772, 'surprise': 16.00954383611679, 'neutral': 17.957380414009094}",,
35,31,male,white,happy,17.0,89.05481481481482
35,31,"{'male': 99.99998807907104, 'female': 8.43106704451202e-06}","{'asian': 1.3482479012575605e-11, 'indian': 4.0915071080878273e-11, 'black': 6.450316155279094e-14, 'white': 99.99977946280119, 'middle eastern': 0.00014851218314369764, 'latino hispanic': 7.424982174237476e-05}","{'angry': 0.0009371076677520466, 'disgust': 1.0561630310272442e-06, 'fear': 0.3693862377838805, 'happy': 98.49238413663099, 'sad': 7.109235019177821e-05, 'surprise': 0.25960026939508085, 'neutral': 0.877622410342406}",,
36,37,female,white,neutral,64.88451279003334,29.996683250414595
36,37,"{'male': 24.31238889694214, 'female': 75.68761110305786}","{'asian': 0.11340744770884202, 'indian': 0.005363020274190509, 'black': 0.0007218600306330873, 'white': 97.95633542277427, 'middle eastern': 0.6966025518091054, 'latino hispanic': 1.2275701189082933}","{'angry': 0.004898744009551592, 'disgust': 9.951585111522832e-08, 'fear': 0.12530628591775894, 'happy': 0.7228439673781395, 'sad': 0.34840977750718594, 'surprise': 0.08192007662728429, 'neutral': 98.71662259101868}",,
37,39,male,white,neutral,5.385164807134505,26.302083333333332
37,39,"{'male': 95.84754705429077, 'female': 4.152447357773781}","{'asian': 23.006975650787354, 'indian': 6.674651801586151, 'black': 5.021757259964943, 'white': 30.123648047447205, 'middle eastern': 18.122199177742004, 'latino hispanic': 17.050768435001373}","{'angry': 1.5164820788005073e-08, 'disgust': 8.302675526694048e-29, 'fear': 0.8088824339210987, 'happy': 8.136017901061443e-10, 'sad': 2.4420339014841197e-09, 'surprise': 0.8213188499212265, 'neutral': 98.36980104446411}",,
38,33,male,asian,happy,13.601470508735444,64.66517292472264
38,33,"{'male': 96.31469249725342, 'female': 3.6853138357400894}","{'asian': 48.59808683395386, 'indian': 0.9474048390984535, 'black': 0.22885296493768692, 'white': 38.720619678497314, 'middle eastern': 5.096038058400154, 'latino hispanic': 6.409000605344772}","{'angry': 0.0015970007595215445, 'disgust': 4.006778203793656e-08, 'fear': 9.503474414322863e-05, 'happy': 95.96948599633491, 'sad': 0.07003825575341319, 'surprise': 0.001513010919694974, 'neutral': 3.957269204096151}",,
39,29,female,latino hispanic,happy,10.77032961426901,88.36507936507937
39,29,"{'male': 1.6467603813907772e-05, 'female': 99.99998807907104}","{'asian': 13.517963886260986, 'indian': 2.2460799664258957, 'black': 0.5996954161673784, 'white': 29.340481758117676, 'middle eastern': 3.8867712020874023, 'latino hispanic': 50.40900707244873}","{'angry': 7.337003886556556e-07, 'disgust': 8.31109536325429e-10, 'fear': 9.086126881782922e-06, 'happy': 99.12985558091734, 'sad': 0.0011503578893005894, 'surprise': 1.8990320138118132e-05, 'neutral': 0.8689648989716112}",,
40,32,male,white,angry,14.142135623730951,68.0625
40,32,"{'male': 89.4177794456482, 'female': 10.582219809293747}","{'asian': 4.835590516258416, 'indian': 0.7565326086839904, 'black': 0.5265042023802754, 'white': 71.47552115016923, 'middle eastern': 16.1511908589374, 'latino hispanic': 6.254655122202024}","{'angry': 72.32819465734894, 'disgust': 7.439808519075616e-05, 'fear': 0.0008223796683441359, 'happy': 27.657026369217203, 'sad': 0.001629843621801104, 'surprise': 2.469507640398676e-11, 'neutral': 0.012258453358972472}",,
41,38,male,white,angry,3.1622776601683795,92.47750865051904
41,38,"{'male': 99.99159574508667, 'female': 0.008401830564253032}","{'asian': 0.019340284052304924, 'indian': 0.10295830434188247, 'black': 0.003850137727567926, 'white': 86.77172660827637, 'middle eastern': 9.161049127578735, 'latino hispanic': 3.9410822093486786}","{'angry': 99.81356859207153, 'disgust': 7.765965648331985e-09, 'fear': 0.0357833196176216, 'happy': 5.539594667425263e-05, 'sad': 0.1323735574260354, 'surprise': 3.902240734987572e-05, 'neutral': 0.018178412574343383}",,
42,25,male,middle eastern,happy,2.23606797749979,97.34666666666666
42,25,"{'male': 99.97410178184509, 'female': 0.025902286870405078}","{'asian': 1.3479084579890048, 'indian': 17.704194349300526, 'black': 0.958430544789466, 'white': 15.036534669192712, 'middle eastern': 34.515126616664325, 'latino hispanic': 30.437805082667175}","{'angry': 7.389351580303396e-05, 'disgust': 1.0295282601684192e-08, 'fear': 0.00011556196120497469, 'happy': 99.75345729312046, 'sad': 0.0005307410308729633, 'surprise': 0.02593212857344768, 'neutral': 0.21988978988765417}",,
43,35,male,black,angry,36.40054944640259,56.60879629629629
43,35,"{'male': 98.80951642990112, 'female': 1.190479751676321}","{'asian': 0.17270728982376576, 'indian': 0.4193010240136356, 'black': 99.24903520953235, 'white': 0.012089155657531764, 'middle eastern': 0.022870059367392587, 'latino hispanic': 0.12399332749550611}","{'angry': 58.12040317776222, 'disgust': 0.00020286919452267788, 'fear': 0.6431477062045161, 'happy': 0.0027890009576185247, 'sad': 23.779433892931575, 'surprise': 0.022581354896730476, 'neutral': 17.431439008202492}",,
44,33,female,asian,happy,70.00714249274854,61.418334568816405
44,33,"{'male': 0.05817466299049556, 'female': 99.94182586669922}","{'asian': 87.37382292747498, 'indian': 1.6084067523479462, 'black': 0.4031616263091564, 'white': 0.4086124710738659, 'middle eastern': 0.059611641336232424, 'latino hispanic': 10.146389156579971}","{'angry': 1.3819710709128685e-06, 'disgust': 8.172357681259044e-13, 'fear': 3.210166994449537e-05, 'happy': 92.5646424293518, 'sad': 1.8379422783709742e-05, 'surprise': 0.010866235970752314, 'neutral': 7.424437254667282}",,
45,33,female,asian,happy,17.4928556845359,54.931318681318686
45,33,"{'male': 0.02220840979134664, 'female': 99.97779726982117}","{'asian': 43.92178131082281, 'indian': 7.663798163676481, 'black': 2.0013665257255404, 'white': 20.670459190552332, 'middle eastern': 8.147039783353831, 'latino hispanic': 17.595546830231328}","{'angry': 0.010923979425569996, 'disgust': 0.00026242448711855104, 'fear': 0.38021476939320564, 'happy': 69.76534128189087, 'sad': 3.2991524785757065, 'surprise': 0.0008922411325329449, 'neutral': 26.543211936950684}",,
46,35,male,white,neutral,142.1724305201258,21.358730158730157
46,35,"{'male': 99.99148845672607, 'female': 0.008507331949658692}","{'asian': 3.3835910073776176e-06, 'indian': 3.5920908203479485e-05, 'black': 2.3136639826226713e-08, 'white': 99.13902282714844, 'middle eastern': 0.6389551796019077, 'latino hispanic': 0.2219855785369873}","{'angry': 0.013156035969939646, 'disgust': 3.6346670454150435e-06, 'fear': 0.0014954269281666696, 'happy': 41.42008619547918, 'sad': 1.7509576157876987, 'surprise': 4.233241462415594e-06, 'neutral': 56.814301826274615}",,
47,36,female,asian,neutral,5.656854249492381,72.32476635514018
47,36,"{'male': 39.9638295173645, 'female': 60.0361704826355}","{'asian': 48.99427592754364, 'indian': 2.2109264507889748, 'black': 0.6550617516040802, 'white': 29.62125837802887, 'middle eastern': 5.34939132630825, 'latino hispanic': 13.169091939926147}","{'angry': 0.008091355748797551, 'disgust': 1.278152104844686e-07, 'fear': 0.12481070169050704, 'happy': 0.08316599910391861, 'sad': 1.8305090415781164, 'surprise': 3.134530821884243e-07, 'neutral': 97.95342075547103}",,
48,28,male,latino hispanic,neutral,27.313000567495326,61.03125
48,28,"{'male': 99.98394250869751, 'female': 0.01604900899110362}","{'asian': 9.520982950925827, 'indian': 8.007151633501053, 'black': 0.8563307113945484, 'white': 22.646446526050568, 'middle eastern': 28.740200400352478, 'latino hispanic': 30.228886008262634}","{'angry': 29.051676392555237, 'disgust': 0.014945087605156004, 'fear': 1.8898289650678635, 'happy': 7.694767415523529, 'sad': 19.8549285531044, 'surprise': 0.641573453322053, 'neutral': 40.85228145122528}",,
49,29,male,black,neutral,42.37924020083418,53.915662650602414
49,29,"{'male': 99.92170333862305, 'female': 0.07829805836081505}","{'asian': 8.781273663771572e-06, 'indian': 5.273665237837122e-05, 'black': 99.9998927116394, 'white': 6.716382311422464e-09, 'middle eastern': 5.083203857836338e-08, 'latino hispanic': 4.677669664943096e-05}","{'angry': 0.0027682886697426206, 'disgust': 4.601600950299511e-12, 'fear': 4.544380431930691e-06, 'happy': 5.232757614916411e-05, 'sad': 0.4194770724014683, 'surprise': 3.238147365632563e-06, 'neutral': 99.57769510613055}",,
50,37,male,white,fear,26.1725046566048,48.40277777777778
50,37,"{'male': 95.24931311607361, 'female': 4.75069172680378}","{'asian': 4.953056728475484, 'indian': 0.2396261033861514, 'black': 1.5353038008148907, 'white': 80.74385157300811, 'middle eastern': 4.391434637733145, 'latino hispanic': 8.136719240341277}","{'angry': 0.13671668712049723, 'disgust': 7.817915559371613e-06, 'fear': 69.77629661560059, 'happy': 2.933194488286972, 'sad': 2.6871388778090477, 'surprise': 8.71194452047348, 'neutral': 15.754702687263489}",,
51,27,female,white,happy,5.0,66.06308411214953
